,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
1170,G:HGNC:817,G:HGNC:812,['GTG'],27.0,0.951,549.0
1171,G:HGNC:817,G:HGNC:812,['GMG'],283.0,0.678,879.0
1172,G:HGNC:817,G:HGNC:812,['GMDMG'],989.0,0.814,5314.0
1173,G:HGNC:817,G:HGNC:812,['GMDpDMG'],4675.0,0.317,6845.0
1174,G:HGNC:817,G:HGNC:812,"['GTG', 'GMG']",11.0,0.998,5258.0
1175,G:HGNC:817,G:HGNC:812,"['GTG', 'GMDMG']",10.0,0.999,13917.0
1176,G:HGNC:817,G:HGNC:812,"['GTG', 'GMDpDMG']",193.0,0.984,12392.0
1177,G:HGNC:817,G:HGNC:812,"['GMG', 'GMDMG']",797.0,0.925,10600.0
1178,G:HGNC:817,G:HGNC:812,"['GMG', 'GMDpDMG']",2072.0,0.783,9561.0
1179,G:HGNC:817,G:HGNC:812,"['GMDMG', 'GMDpDMG']",5178.0,0.605,13109.0
1180,G:HGNC:817,G:HGNC:812,"['GTG', 'GMG', 'GMDMG']",10.0,0.999,9560.0
1181,G:HGNC:817,G:HGNC:812,"['GTG', 'GMG', 'GMDpDMG']",127.0,0.985,8694.0
1182,G:HGNC:817,G:HGNC:812,"['GTG', 'GMDMG', 'GMDpDMG']",257.0,0.982,14100.0
1183,G:HGNC:817,G:HGNC:812,"['GMG', 'GMDMG', 'GMDpDMG']",1871.0,0.817,10204.0
1184,G:HGNC:817,G:HGNC:812,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",184.0,0.979,8761.0
1185,G:HGNC:4236,G:HGNC:30249,['GTG'],41.0,0.873,323.0
1186,G:HGNC:4236,G:HGNC:30249,['GMG'],57.0,0.934,868.0
1187,G:HGNC:4236,G:HGNC:30249,['GMDMG'],2905.0,0.198,3621.0
1188,G:HGNC:4236,G:HGNC:30249,"['GTG', 'GMG']",8.0,0.997,2631.0
1189,G:HGNC:4236,G:HGNC:30249,"['GTG', 'GMDMG']",3844.0,0.48,7399.0
1190,G:HGNC:4236,G:HGNC:30249,"['GMG', 'GMDMG']",2315.0,0.632,6294.0
1191,G:HGNC:4236,G:HGNC:30249,"['GTG', 'GMG', 'GMDMG']",581.0,0.86,4164.0
1192,G:HGNC:23242,G:HGNC:19877,['GTG'],4.0,0.983,233.0
1193,G:HGNC:10251,G:HGNC:16254,['GTG'],282.0,0.618,738.0
1194,G:HGNC:10251,G:HGNC:16254,['GMDMG'],886.0,0.691,2867.0
1195,G:HGNC:10251,G:HGNC:16254,['GMDpDMG'],2490.0,0.467,4674.0
1196,G:HGNC:10251,G:HGNC:16254,"['GTG', 'GMDMG']",1580.0,0.843,10055.0
1197,G:HGNC:10251,G:HGNC:16254,"['GTG', 'GMDpDMG']",956.0,0.898,9410.0
1198,G:HGNC:10251,G:HGNC:16254,"['GMDMG', 'GMDpDMG']",6278.0,0.486,12220.0
1199,G:HGNC:10251,G:HGNC:16254,"['GTG', 'GMDMG', 'GMDpDMG']",691.0,0.942,11951.0
1200,G:HGNC:4131,G:HGNC:4124,['GTG'],20.0,0.944,355.0
1201,G:HGNC:5194,G:HGNC:5198,['GTG'],7.0,0.953,148.0
1202,G:HGNC:5194,G:HGNC:5198,['GMG'],1382.0,0.057,1466.0
1203,G:HGNC:5194,G:HGNC:5198,['GMDMG'],3554.0,0.164,4250.0
1204,G:HGNC:5194,G:HGNC:5198,"['GTG', 'GMG']",47.0,0.814,253.0
1205,G:HGNC:5194,G:HGNC:5198,"['GTG', 'GMDMG']",15.0,0.98,755.0
1206,G:HGNC:5194,G:HGNC:5198,"['GMG', 'GMDMG']",6568.0,0.062,7005.0
1207,G:HGNC:5194,G:HGNC:5198,"['GTG', 'GMG', 'GMDMG']",124.0,0.53,264.0
1208,G:HGNC:9278,G:HGNC:9287,['GTG'],128.0,0.729,472.0
1209,G:HGNC:24948,G:HGNC:14129,['GTG'],78.0,0.832,463.0
1210,G:HGNC:24948,G:HGNC:14129,['GMDMG'],3135.0,0.193,3883.0
1211,G:HGNC:24948,G:HGNC:14129,['GMDpDMG'],4782.0,0.109,5370.0
1212,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDMG']",4450.0,0.523,9323.0
1213,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDpDMG']",3970.0,0.618,10389.0
1214,G:HGNC:24948,G:HGNC:14129,"['GMDMG', 'GMDpDMG']",9935.0,0.204,12482.0
1215,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDMG', 'GMDpDMG']",6702.0,0.484,12985.0
1216,G:HGNC:4125,G:HGNC:4130,['GTG'],18.0,0.945,326.0
1217,G:HGNC:4123,G:HGNC:22946,['GTG'],14.0,0.956,316.0
1218,G:HGNC:9314,G:HGNC:9275,['GTG'],99.0,0.829,579.0
1219,G:HGNC:9314,G:HGNC:9275,['GMDMG'],1107.0,0.63,2991.0
1220,G:HGNC:9314,G:HGNC:9275,['GMDpDMG'],1048.0,0.786,4908.0
1221,G:HGNC:9314,G:HGNC:9275,"['GTG', 'GMDMG']",617.0,0.945,11272.0
1222,G:HGNC:9314,G:HGNC:9275,"['GTG', 'GMDpDMG']",691.0,0.941,11691.0
1223,G:HGNC:9314,G:HGNC:9275,"['GMDMG', 'GMDpDMG']",2448.0,0.8,12261.0
1224,G:HGNC:9314,G:HGNC:9275,"['GTG', 'GMDMG', 'GMDpDMG']",515.0,0.965,14514.0
1225,G:HGNC:20567,G:HGNC:7852,['GTG'],4.0,0.988,332.0
1226,G:HGNC:20567,G:HGNC:7852,['GMG'],817.0,0.266,1113.0
1227,G:HGNC:20567,G:HGNC:7852,['GMDMG'],1178.0,0.688,3771.0
1228,G:HGNC:20567,G:HGNC:7852,['GMDpDMG'],2872.0,0.492,5649.0
1229,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMG']",140.0,0.953,3009.0
1230,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMDMG']",1.0,1.0,9978.0
1231,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMDpDMG']",1.0,1.0,10037.0
1232,G:HGNC:20567,G:HGNC:7852,"['GMG', 'GMDMG']",3319.0,0.562,7586.0
1233,G:HGNC:20567,G:HGNC:7852,"['GMG', 'GMDpDMG']",3340.0,0.52,6953.0
1234,G:HGNC:20567,G:HGNC:7852,"['GMDMG', 'GMDpDMG']",4429.0,0.649,12626.0
1235,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMG', 'GMDMG']",218.0,0.965,6278.0
1236,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMG', 'GMDpDMG']",270.0,0.954,5912.0
1237,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMDMG', 'GMDpDMG']",1.0,1.0,12495.0
1238,G:HGNC:20567,G:HGNC:7852,"['GMG', 'GMDMG', 'GMDpDMG']",3519.0,0.535,7569.0
1239,G:HGNC:20567,G:HGNC:7852,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",359.0,0.94,6026.0
1240,G:HGNC:29149,G:HGNC:9287,['GTG'],77.0,0.834,463.0
1241,G:HGNC:13345,G:HGNC:14450,['GTG'],2.0,0.995,407.0
1242,G:HGNC:13345,G:HGNC:14450,['GMG'],26.0,0.925,347.0
1243,G:HGNC:13345,G:HGNC:14450,"['GTG', 'GMG']",5.0,0.997,1876.0
1244,G:HGNC:22316,G:HGNC:17726,['GTG'],67.0,0.819,371.0
1245,G:HGNC:2460,G:HGNC:8591,['GTG'],186.0,0.732,695.0
1246,G:HGNC:4127,G:HGNC:21531,['GTG'],3.0,0.988,243.0
1247,G:HGNC:5209,G:HGNC:29834,['GTG'],55.0,0.714,192.0
1248,G:HGNC:17862,G:HGNC:23116,['GTG'],81.0,0.829,475.0
1249,G:HGNC:9029,G:HGNC:18555,['GTG'],22.0,0.925,294.0
1250,G:HGNC:8590,G:HGNC:9412,['GTG'],65.0,0.923,839.0
1251,G:HGNC:9611,G:HGNC:11809,['GPdPG'],4.0,0.9,40.0
1252,G:HGNC:9611,G:HGNC:11809,['GTG'],303.0,0.581,724.0
1253,G:HGNC:9611,G:HGNC:11809,"['GPdPG', 'GTG']",247.0,0.395,408.0
1254,G:HGNC:9065,G:HGNC:19218,['GTG'],118.0,0.778,531.0
1255,G:HGNC:799,G:HGNC:801,['GDpDG'],361.0,0.319,530.0
1256,G:HGNC:799,G:HGNC:801,['GDpDpDG'],1940.0,0.655,5618.0
1257,G:HGNC:799,G:HGNC:801,['GPdPG'],9.0,0.55,20.0
1258,G:HGNC:799,G:HGNC:801,['GTG'],4.0,0.993,588.0
1259,G:HGNC:799,G:HGNC:801,['GMG'],324.0,0.44,579.0
1260,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG']",1262.0,0.207,1592.0
1261,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GPdPG']",2.0,0.5,4.0
1262,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GTG']",9.0,0.991,1042.0
1263,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GMG']",261.0,0.365,411.0
1264,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GPdPG']",2.0,0.846,13.0
1265,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GTG']",15.0,0.997,4531.0
1266,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GMG']",647.0,0.648,1839.0
1267,G:HGNC:799,G:HGNC:801,"['GPdPG', 'GTG']",3.0,0.885,26.0
1268,G:HGNC:799,G:HGNC:801,"['GPdPG', 'GMG']",10.0,0.091,11.0
1269,G:HGNC:799,G:HGNC:801,"['GTG', 'GMG']",63.0,0.981,3252.0
1270,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GPdPG']",2.0,0.5,4.0
1271,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GTG']",209.0,0.82,1164.0
1272,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GMG']",348.0,0.189,429.0
1273,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GPdPG', 'GTG']",2.0,0.5,4.0
1274,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GPdPG', 'GMG']",1.0,0.0,1.0
1275,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GTG', 'GMG']",17.0,0.945,308.0
1276,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GPdPG', 'GTG']",2.0,0.846,13.0
1277,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GPdPG', 'GMG']",1.0,0.8,5.0
1278,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GTG', 'GMG']",26.0,0.982,1485.0
1279,G:HGNC:799,G:HGNC:801,"['GPdPG', 'GTG', 'GMG']",4.0,0.636,11.0
1280,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",2.0,0.5,4.0
1281,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GMG']",1.0,0.0,1.0
1282,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG']",81.0,0.737,308.0
1283,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.0,1.0
1284,G:HGNC:799,G:HGNC:801,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.8,5.0
1285,G:HGNC:799,G:HGNC:801,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.0,1.0
1286,G:HGNC:3391,G:HGNC:2444,['GPdPG'],6.0,0.87,46.0
1287,G:HGNC:3391,G:HGNC:2444,['GTG'],193.0,0.657,563.0
1288,G:HGNC:3391,G:HGNC:2444,"['GPdPG', 'GTG']",209.0,0.474,397.0
1289,G:HGNC:22140,G:HGNC:6849,['GTG'],226.0,0.509,460.0
1290,G:HGNC:22140,G:HGNC:6849,['GMDMG'],2290.0,0.32,3367.0
1291,G:HGNC:22140,G:HGNC:6849,['GMDpDMG'],4207.0,0.175,5101.0
1292,G:HGNC:22140,G:HGNC:6849,"['GTG', 'GMDMG']",3721.0,0.511,7616.0
1293,G:HGNC:22140,G:HGNC:6849,"['GTG', 'GMDpDMG']",4900.0,0.425,8517.0
1294,G:HGNC:22140,G:HGNC:6849,"['GMDMG', 'GMDpDMG']",9565.0,0.218,12231.0
1295,G:HGNC:22140,G:HGNC:6849,"['GTG', 'GMDMG', 'GMDpDMG']",6135.0,0.381,9914.0
1296,G:HGNC:18367,G:HGNC:18368,['GPdPG'],3.0,0.7,10.0
1297,G:HGNC:18367,G:HGNC:18368,['GTG'],2.0,0.996,454.0
1298,G:HGNC:18367,G:HGNC:18368,"['GPdPG', 'GTG']",4.0,0.789,19.0
1299,G:HGNC:6076,G:HGNC:33882,['GTG'],21.0,0.962,556.0
1300,G:HGNC:6076,G:HGNC:33882,['GMG'],10.0,0.96,252.0
1301,G:HGNC:6076,G:HGNC:33882,"['GTG', 'GMG']",5.0,0.997,1776.0
1302,G:HGNC:7460,G:HGNC:7717,['GDpDG'],362.0,0.216,462.0
1303,G:HGNC:7460,G:HGNC:7717,['GDpDpDG'],2620.0,0.537,5655.0
1304,G:HGNC:7460,G:HGNC:7717,['GPdPG'],1.0,0.933,15.0
1305,G:HGNC:7460,G:HGNC:7717,['GTG'],34.0,0.875,272.0
1306,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GDpDpDG']",1735.0,0.086,1899.0
1307,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GPdPG']",37.0,0.302,53.0
1308,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GTG']",308.0,0.733,1153.0
1309,G:HGNC:7460,G:HGNC:7717,"['GDpDpDG', 'GPdPG']",42.0,0.588,102.0
1310,G:HGNC:7460,G:HGNC:7717,"['GDpDpDG', 'GTG']",660.0,0.766,2823.0
1311,G:HGNC:7460,G:HGNC:7717,"['GPdPG', 'GTG']",27.0,0.74,104.0
1312,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GPdPG']",43.0,0.173,52.0
1313,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GTG']",900.0,0.32,1324.0
1314,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GPdPG', 'GTG']",47.0,0.356,73.0
1315,G:HGNC:7460,G:HGNC:7717,"['GDpDpDG', 'GPdPG', 'GTG']",32.0,0.579,76.0
1316,G:HGNC:7460,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",45.0,0.308,65.0
1317,G:HGNC:4641,G:HGNC:4642,['GTG'],10.0,0.966,291.0
1318,G:HGNC:3386,G:HGNC:11809,['GPdPG'],7.0,0.848,46.0
1319,G:HGNC:3386,G:HGNC:11809,['GTG'],50.0,0.916,594.0
1320,G:HGNC:3386,G:HGNC:11809,"['GPdPG', 'GTG']",99.0,0.757,408.0
1321,G:HGNC:7708,G:HGNC:7459,['GDG'],6.0,0.333,9.0
1322,G:HGNC:7708,G:HGNC:7459,['GDpDG'],9.0,0.988,777.0
1323,G:HGNC:7708,G:HGNC:7459,['GDpDpDG'],2605.0,0.559,5912.0
1324,G:HGNC:7708,G:HGNC:7459,['GPdPG'],1.0,0.933,15.0
1325,G:HGNC:7708,G:HGNC:7459,['GTG'],44.0,0.874,348.0
1326,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG']",10.0,0.545,22.0
1327,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDpDG']",17.0,0.19,21.0
1328,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GPdPG']",4.0,0.6,10.0
1329,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GTG']",40.0,0.273,55.0
1330,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GDpDpDG']",55.0,0.983,3294.0
1331,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GPdPG']",6.0,0.922,77.0
1332,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GTG']",45.0,0.971,1567.0
1333,G:HGNC:7708,G:HGNC:7459,"['GDpDpDG', 'GPdPG']",52.0,0.495,103.0
1334,G:HGNC:7708,G:HGNC:7459,"['GDpDpDG', 'GTG']",231.0,0.927,3163.0
1335,G:HGNC:7708,G:HGNC:7459,"['GPdPG', 'GTG']",39.0,0.695,128.0
1336,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GDpDpDG']",16.0,0.238,21.0
1337,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GPdPG']",6.0,0.6,15.0
1338,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GTG']",44.0,0.267,60.0
1339,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDpDG', 'GPdPG']",9.0,0.357,14.0
1340,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDpDG', 'GTG']",40.0,0.149,47.0
1341,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GPdPG', 'GTG']",36.0,0.182,44.0
1342,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GDpDpDG', 'GPdPG']",14.0,0.821,78.0
1343,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GDpDpDG', 'GTG']",52.0,0.97,1761.0
1344,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GPdPG', 'GTG']",38.0,0.548,84.0
1345,G:HGNC:7708,G:HGNC:7459,"['GDpDpDG', 'GPdPG', 'GTG']",44.0,0.488,86.0
1346,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",9.0,0.357,14.0
1347,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",39.0,0.17,47.0
1348,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",36.0,0.182,44.0
1349,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",31.0,0.114,35.0
1350,G:HGNC:7708,G:HGNC:7459,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",35.0,0.533,75.0
1351,G:HGNC:7708,G:HGNC:7459,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",31.0,0.114,35.0
1352,G:HGNC:7458,G:HGNC:7717,['GDG'],6.0,0.333,9.0
1353,G:HGNC:7458,G:HGNC:7717,['GDpDG'],13.0,0.987,966.0
1354,G:HGNC:7458,G:HGNC:7717,['GDpDpDG'],1176.0,0.801,5913.0
1355,G:HGNC:7458,G:HGNC:7717,['GPdPG'],1.0,0.933,15.0
1356,G:HGNC:7458,G:HGNC:7717,['GTG'],18.0,0.941,306.0
1357,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG']",13.0,0.536,28.0
1358,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDpDG']",21.0,0.222,27.0
1359,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GPdPG']",5.0,0.545,11.0
1360,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GTG']",36.0,0.4,60.0
1361,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GDpDpDG']",28.0,0.991,3261.0
1362,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GPdPG']",9.0,0.882,76.0
1363,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GTG']",35.0,0.984,2224.0
1364,G:HGNC:7458,G:HGNC:7717,"['GDpDpDG', 'GPdPG']",28.0,0.728,103.0
1365,G:HGNC:7458,G:HGNC:7717,"['GDpDpDG', 'GTG']",35.0,0.992,4624.0
1366,G:HGNC:7458,G:HGNC:7717,"['GPdPG', 'GTG']",15.0,0.874,119.0
1367,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GDpDpDG']",20.0,0.259,27.0
1368,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GPdPG']",9.0,0.438,16.0
1369,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GTG']",41.0,0.369,65.0
1370,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDpDG', 'GPdPG']",9.0,0.4,15.0
1371,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDpDG', 'GTG']",29.0,0.453,53.0
1372,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GPdPG', 'GTG']",30.0,0.302,43.0
1373,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GPdPG']",9.0,0.885,78.0
1374,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GTG']",30.0,0.988,2569.0
1375,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GPdPG', 'GTG']",28.0,0.678,87.0
1376,G:HGNC:7458,G:HGNC:7717,"['GDpDpDG', 'GPdPG', 'GTG']",22.0,0.761,92.0
1377,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",9.0,0.4,15.0
1378,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",30.0,0.434,53.0
1379,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",32.0,0.273,44.0
1380,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",25.0,0.306,36.0
1381,G:HGNC:7458,G:HGNC:7717,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",24.0,0.696,79.0
1382,G:HGNC:7458,G:HGNC:7717,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",26.0,0.278,36.0
1383,G:HGNC:4637,G:HGNC:33437,['GTG'],10.0,0.967,300.0
1384,G:HGNC:2288,G:HGNC:2287,['GTG'],2.0,0.988,165.0
1385,G:HGNC:3284,G:HGNC:15997,['GTG'],112.0,0.703,377.0
1386,G:HGNC:3284,G:HGNC:15997,['GMDMG'],2716.0,0.33,4053.0
1387,G:HGNC:3284,G:HGNC:15997,['GMDpDMG'],3006.0,0.462,5590.0
1388,G:HGNC:3284,G:HGNC:15997,"['GTG', 'GMDMG']",3216.0,0.71,11088.0
1389,G:HGNC:3284,G:HGNC:15997,"['GTG', 'GMDpDMG']",2475.0,0.765,10514.0
1390,G:HGNC:3284,G:HGNC:15997,"['GMDMG', 'GMDpDMG']",7174.0,0.442,12866.0
1391,G:HGNC:3284,G:HGNC:15997,"['GTG', 'GMDMG', 'GMDpDMG']",3768.0,0.703,12667.0
1392,G:HGNC:10481,G:HGNC:8031,['GTG'],66.0,0.914,764.0
1393,G:HGNC:1459,G:HGNC:13415,['GTG'],18.0,0.963,482.0
1394,G:HGNC:16890,G:HGNC:9286,['GTG'],104.0,0.669,314.0
1395,G:HGNC:16890,G:HGNC:9286,['GMDMG'],3025.0,0.115,3419.0
1396,G:HGNC:16890,G:HGNC:9286,"['GTG', 'GMDMG']",7344.0,0.101,8166.0
1397,G:HGNC:18080,G:HGNC:23317,['GTG'],2.0,0.99,206.0
1398,G:HGNC:9304,G:HGNC:9305,['GTG'],5.0,0.987,376.0
1399,G:HGNC:9304,G:HGNC:9305,['GMG'],341.0,0.575,802.0
1400,G:HGNC:9304,G:HGNC:9305,['GMDMG'],4219.0,0.114,4764.0
1401,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMG']",14.0,0.995,3033.0
1402,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMDMG']",758.0,0.925,10089.0
1403,G:HGNC:9304,G:HGNC:9305,"['GMG', 'GMDMG']",4134.0,0.417,7092.0
1404,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMG', 'GMDMG']",711.0,0.877,5790.0
1405,G:HGNC:393,G:HGNC:8590,['GTG'],327.0,0.591,799.0
1406,G:HGNC:393,G:HGNC:8590,['GMG'],351.0,0.561,800.0
1407,G:HGNC:393,G:HGNC:8590,['GMDMG'],403.0,0.9,4045.0
1408,G:HGNC:393,G:HGNC:8590,['GMDpDMG'],2778.0,0.534,5964.0
1409,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMG']",286.0,0.935,4380.0
1410,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMDMG']",639.0,0.954,13868.0
1411,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMDpDMG']",1262.0,0.901,12767.0
1412,G:HGNC:393,G:HGNC:8590,"['GMG', 'GMDMG']",815.0,0.905,8615.0
1413,G:HGNC:393,G:HGNC:8590,"['GMG', 'GMDpDMG']",966.0,0.88,8082.0
1414,G:HGNC:393,G:HGNC:8590,"['GMDMG', 'GMDpDMG']",2063.0,0.841,12951.0
1415,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMG', 'GMDMG']",196.0,0.976,8034.0
1416,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMG', 'GMDpDMG']",258.0,0.966,7603.0
1417,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMDMG', 'GMDpDMG']",633.0,0.956,14551.0
1418,G:HGNC:393,G:HGNC:8590,"['GMG', 'GMDMG', 'GMDpDMG']",744.0,0.914,8677.0
1419,G:HGNC:393,G:HGNC:8590,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",187.0,0.976,7676.0
1420,G:HGNC:9611,G:HGNC:12434,['GPdPG'],4.0,0.9,40.0
1421,G:HGNC:9611,G:HGNC:12434,['GTG'],172.0,0.776,768.0
1422,G:HGNC:9611,G:HGNC:12434,['GMDMG'],1935.0,0.449,3513.0
1423,G:HGNC:9611,G:HGNC:12434,['GMDpDMG'],3062.0,0.379,4931.0
1424,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GTG']",160.0,0.617,418.0
1425,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GMDMG']",150.0,0.611,386.0
1426,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GMDpDMG']",132.0,0.607,336.0
1427,G:HGNC:9611,G:HGNC:12434,"['GTG', 'GMDMG']",951.0,0.92,11956.0
1428,G:HGNC:9611,G:HGNC:12434,"['GTG', 'GMDpDMG']",1411.0,0.869,10796.0
1429,G:HGNC:9611,G:HGNC:12434,"['GMDMG', 'GMDpDMG']",7118.0,0.398,11828.0
1430,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDMG']",156.0,0.63,422.0
1431,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDpDMG']",132.0,0.654,382.0
1432,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GMDMG', 'GMDpDMG']",145.0,0.611,373.0
1433,G:HGNC:9611,G:HGNC:12434,"['GTG', 'GMDMG', 'GMDpDMG']",2399.0,0.83,14134.0
1434,G:HGNC:9611,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",106.0,0.723,382.0
1435,G:HGNC:4260,G:HGNC:4251,['GTG'],7.0,0.975,283.0
1436,G:HGNC:12434,G:HGNC:2731,['GPdPG'],3.0,0.927,41.0
1437,G:HGNC:12434,G:HGNC:2731,['GTG'],177.0,0.678,549.0
1438,G:HGNC:12434,G:HGNC:2731,['GMG'],379.0,0.701,1266.0
1439,G:HGNC:12434,G:HGNC:2731,['GMDMG'],1647.0,0.523,3456.0
1440,G:HGNC:12434,G:HGNC:2731,['GMDpDMG'],2781.0,0.365,4377.0
1441,G:HGNC:12434,G:HGNC:2731,"['GPdPG', 'GTG']",133.0,0.637,366.0
1442,G:HGNC:12434,G:HGNC:2731,"['GPdPG', 'GMG']",22.0,0.863,161.0
