D:DiseaseID:12603,G:HGNC:4204
D:DiseaseID:13242,G:HGNC:1502
D:DiseaseID:13243,G:HGNC:11738
D:DiseaseID:13244,G:HGNC:6891
D:DiseaseID:13245,G:HGNC:6354
D:DiseaseID:13246,G:HGNC:17768
D:DiseaseID:13247,G:HGNC:17939
D:DiseaseID:13248,G:HGNC:18141
D:DiseaseID:13249,G:HGNC:11245
D:DiseaseID:13250,G:HGNC:13815
D:DiseaseID:13251,G:HGNC:3518
D:DiseaseID:13252,G:HGNC:496
D:DiseaseID:13253,G:HGNC:11023
D:DiseaseID:13254,G:HGNC:8657
D:DiseaseID:13014,G:HGNC:30927
D:DiseaseID:13256,G:HGNC:9154
D:DiseaseID:13257,G:HGNC:5212
D:DiseaseID:13258,G:HGNC:3677
D:DiseaseID:13259,G:HGNC:14000
D:DiseaseID:13260,G:HGNC:13243
D:DiseaseID:13261,G:HGNC:13733
D:DiseaseID:13262,G:HGNC:3823
D:DiseaseID:13263,G:HGNC:14415
D:DiseaseID:13264,G:HGNC:10961
D:DiseaseID:13265,G:HGNC:9479
D:DiseaseID:13267,G:HGNC:47
D:DiseaseID:13268,G:HGNC:47
D:DiseaseID:13269,G:HGNC:9407
D:DiseaseID:13270,G:HGNC:18083
D:DiseaseID:13271,G:HGNC:18083
D:DiseaseID:13272,G:HGNC:18083
D:DiseaseID:13273,G:HGNC:18083
D:DiseaseID:13274,G:HGNC:18083
D:DiseaseID:13275,G:HGNC:450
D:DiseaseID:13276,G:HGNC:450
D:DiseaseID:13277,G:HGNC:37
D:DiseaseID:13278,G:HGNC:18039
D:DiseaseID:13279,G:HGNC:6006
D:DiseaseID:13280,G:HGNC:17187
D:DiseaseID:13281,G:HGNC:13875
D:DiseaseID:13282,G:HGNC:8140
D:DiseaseID:13283,G:HGNC:8140
D:DiseaseID:13284,G:HGNC:12362
D:DiseaseID:13285,G:HGNC:6814
D:DiseaseID:13286,G:HGNC:5028
D:DiseaseID:13287,G:HGNC:12827
D:DiseaseID:13288,G:HGNC:7869
D:DiseaseID:13289,G:HGNC:14540
D:DiseaseID:13290,G:HGNC:9965
D:DiseaseID:13291,G:HGNC:21285
D:DiseaseID:13292,G:HGNC:19237
D:DiseaseID:13293,G:HGNC:6469
D:DiseaseID:13294,G:HGNC:2910
D:DiseaseID:13295,G:HGNC:14966
D:DiseaseID:13296,G:HGNC:4867
D:DiseaseID:13297,G:HGNC:6902
D:DiseaseID:13298,G:HGNC:17075
D:DiseaseID:13299,G:HGNC:9277
D:DiseaseID:13300,G:HGNC:1530
D:DiseaseID:13301,G:HGNC:3959
D:DiseaseID:13302,G:HGNC:1492
D:DiseaseID:13303,G:HGNC:6122
D:DiseaseID:13304,G:HGNC:6139
D:DiseaseID:13305,G:HGNC:2584
D:DiseaseID:13306,G:HGNC:2584
D:DiseaseID:13307,G:HGNC:219
D:DiseaseID:13308,G:HGNC:9180
D:DiseaseID:13309,G:HGNC:11201
D:DiseaseID:13310,G:HGNC:3625
D:DiseaseID:13311,G:HGNC:11582
D:DiseaseID:13312,G:HGNC:11582
D:DiseaseID:13313,G:HGNC:2498
D:DiseaseID:13314,G:HGNC:10241
D:DiseaseID:13315,G:HGNC:11551
D:DiseaseID:13316,G:HGNC:6819
D:DiseaseID:13264,G:HGNC:10959
D:DiseaseID:13318,G:HGNC:11584
D:DiseaseID:13118,G:HGNC:3497
D:DiseaseID:13214,G:HGNC:3660
D:DiseaseID:13321,G:HGNC:17042
D:DiseaseID:13322,G:HGNC:497
D:DiseaseID:13323,G:HGNC:9956
D:DiseaseID:13324,G:HGNC:12730
D:DiseaseID:13325,G:HGNC:12382
D:DiseaseID:13326,G:HGNC:17296
D:DiseaseID:13327,G:HGNC:5103
D:DiseaseID:13328,G:HGNC:11581
D:DiseaseID:13329,G:HGNC:25507
D:DiseaseID:13330,G:HGNC:1329
D:DiseaseID:13331,G:HGNC:18708
D:DiseaseID:13332,G:HGNC:14312
D:DiseaseID:13333,G:HGNC:3602
D:DiseaseID:13334,G:HGNC:23157
D:DiseaseID:13335,G:HGNC:17095
D:DiseaseID:13336,G:HGNC:218
D:DiseaseID:13337,G:HGNC:4796
D:DiseaseID:13338,G:HGNC:12307
D:DiseaseID:13339,G:HGNC:12310
D:DiseaseID:13340,G:HGNC:12310
D:DiseaseID:13341,G:HGNC:12309
D:DiseaseID:13342,G:HGNC:9557
D:DiseaseID:13343,G:HGNC:4401
D:DiseaseID:13344,G:HGNC:4401
D:DiseaseID:13345,G:HGNC:9457
D:DiseaseID:13346,G:HGNC:10582
D:DiseaseID:13347,G:HGNC:17869
D:DiseaseID:13348,G:HGNC:10872
D:DiseaseID:13349,G:HGNC:10583
D:DiseaseID:13350,G:HGNC:4462
D:DiseaseID:13351,G:HGNC:9454
D:DiseaseID:13352,G:HGNC:6758
D:DiseaseID:13353,G:HGNC:6494
D:DiseaseID:13354,G:HGNC:930
D:DiseaseID:13355,G:HGNC:10933
D:DiseaseID:13356,G:HGNC:4944
D:DiseaseID:13357,G:HGNC:341
D:DiseaseID:13358,G:HGNC:704
D:DiseaseID:13359,G:HGNC:8609
D:DiseaseID:13360,G:HGNC:9761
D:DiseaseID:13361,G:HGNC:10719
D:DiseaseID:13362,G:HGNC:11594
D:DiseaseID:13363,G:HGNC:9891
D:DiseaseID:13364,G:HGNC:18466
D:DiseaseID:13365,G:HGNC:4512
D:DiseaseID:13366,G:HGNC:1394
D:DiseaseID:13367,G:HGNC:1394
D:DiseaseID:13368,G:HGNC:7207
D:DiseaseID:13369,G:HGNC:904
D:DiseaseID:13370,G:HGNC:12565
D:DiseaseID:13371,G:HGNC:10591
D:DiseaseID:13372,G:HGNC:10591
D:DiseaseID:13373,G:HGNC:6285
D:DiseaseID:13374,G:HGNC:4699
D:DiseaseID:13375,G:HGNC:4798
D:DiseaseID:13376,G:HGNC:6174
D:DiseaseID:13377,G:HGNC:9043
D:DiseaseID:13378,G:HGNC:8853
D:DiseaseID:13379,G:HGNC:7114
D:DiseaseID:13380,G:HGNC:2973
D:DiseaseID:13381,G:HGNC:17397
D:DiseaseID:13382,G:HGNC:11781
D:DiseaseID:13383,G:HGNC:4643
D:DiseaseID:13384,G:HGNC:6118
D:DiseaseID:13385,G:HGNC:9751
D:DiseaseID:13386,G:HGNC:2032
D:DiseaseID:13387,G:HGNC:4198
D:DiseaseID:13388,G:HGNC:10416
D:DiseaseID:13389,G:HGNC:95
D:DiseaseID:13390,G:HGNC:10418
D:DiseaseID:13391,G:HGNC:10410
D:DiseaseID:13392,G:HGNC:195
D:DiseaseID:13393,G:HGNC:3006
D:DiseaseID:13394,G:HGNC:1596
D:DiseaseID:13395,G:HGNC:3003
D:DiseaseID:13396,G:HGNC:11802
D:DiseaseID:13397,G:HGNC:989
D:DiseaseID:13398,G:HGNC:6698
D:DiseaseID:13399,G:HGNC:6697
D:DiseaseID:13400,G:HGNC:6697
D:DiseaseID:13401,G:HGNC:6697
D:DiseaseID:13402,G:HGNC:3005
D:DiseaseID:13403,G:HGNC:11908
D:DiseaseID:13404,G:HGNC:5950
D:DiseaseID:13405,G:HGNC:12783
D:DiseaseID:13406,G:HGNC:12783
D:DiseaseID:13407,G:HGNC:1770
D:DiseaseID:13408,G:HGNC:10019
D:DiseaseID:13409,G:HGNC:10597
D:DiseaseID:13410,G:HGNC:10597
D:DiseaseID:13411,G:HGNC:7328
D:DiseaseID:13412,G:HGNC:8857
D:DiseaseID:13413,G:HGNC:13902
D:DiseaseID:13414,G:HGNC:11030
D:DiseaseID:13415,G:HGNC:1733
D:DiseaseID:13416,G:HGNC:6250
D:DiseaseID:13417,G:HGNC:6250
D:DiseaseID:13418,G:HGNC:6946
D:DiseaseID:13419,G:HGNC:30260
D:DiseaseID:13420,G:HGNC:1919
D:DiseaseID:13421,G:HGNC:15979
D:DiseaseID:13422,G:HGNC:1371
D:DiseaseID:13423,G:HGNC:5960
D:DiseaseID:13424,G:HGNC:11100
D:DiseaseID:13425,G:HGNC:1077
D:DiseaseID:13426,G:HGNC:7529
D:DiseaseID:13427,G:HGNC:68
D:DiseaseID:13428,G:HGNC:6391
D:DiseaseID:13429,G:HGNC:6530
D:DiseaseID:13430,G:HGNC:16268
D:DiseaseID:13431,G:HGNC:2180
D:DiseaseID:13432,G:HGNC:1260
D:DiseaseID:13433,G:HGNC:1260
D:DiseaseID:13434,G:HGNC:7179
D:DiseaseID:13435,G:HGNC:8858
D:DiseaseID:13436,G:HGNC:8980
D:DiseaseID:13437,G:HGNC:9647
D:DiseaseID:13438,G:HGNC:837
D:DiseaseID:13439,G:HGNC:2553
D:DiseaseID:13440,G:HGNC:2988
D:DiseaseID:13139,G:HGNC:11109
D:DiseaseID:13442,G:HGNC:11109
D:DiseaseID:13443,G:HGNC:950
D:DiseaseID:13444,G:HGNC:2678
D:DiseaseID:13445,G:HGNC:9083
D:DiseaseID:13446,G:HGNC:4446
D:DiseaseID:13447,G:HGNC:11849
D:DiseaseID:13448,G:HGNC:11848
D:DiseaseID:13449,G:HGNC:13176
D:DiseaseID:13450,G:HGNC:7866
D:DiseaseID:13451,G:HGNC:8776
D:DiseaseID:13452,G:HGNC:303
D:DiseaseID:13453,G:HGNC:640
D:DiseaseID:13454,G:HGNC:11540
D:DiseaseID:13455,G:HGNC:10260
D:DiseaseID:13456,G:HGNC:6772
D:DiseaseID:13457,G:HGNC:5476
D:DiseaseID:13458,G:HGNC:1149
D:DiseaseID:13459,G:HGNC:8851
D:DiseaseID:13460,G:HGNC:17416
D:DiseaseID:13461,G:HGNC:8977
D:DiseaseID:13462,G:HGNC:6323
D:DiseaseID:13463,G:HGNC:6323
D:DiseaseID:13464,G:HGNC:15454
D:DiseaseID:13465,G:HGNC:2978
D:DiseaseID:13466,G:HGNC:6462
D:DiseaseID:13467,G:HGNC:6293
D:DiseaseID:13468,G:HGNC:6217
D:DiseaseID:13469,G:HGNC:9006
D:DiseaseID:13470,G:HGNC:20771
D:DiseaseID:13471,G:HGNC:11909
D:DiseaseID:13472,G:HGNC:6947
D:DiseaseID:13473,G:HGNC:14677
D:DiseaseID:13474,G:HGNC:2494
D:DiseaseID:13475,G:HGNC:3806
D:DiseaseID:13476,G:HGNC:6859
D:DiseaseID:13477,G:HGNC:6859
D:DiseaseID:13478,G:HGNC:4019
D:DiseaseID:13479,G:HGNC:7473
D:DiseaseID:13480,G:HGNC:30129
D:DiseaseID:13481,G:HGNC:11270
D:DiseaseID:13482,G:HGNC:11186
D:DiseaseID:13483,G:HGNC:3573
D:DiseaseID:13484,G:HGNC:1884
D:DiseaseID:13485,G:HGNC:14255
D:DiseaseID:13486,G:HGNC:3801
D:DiseaseID:13487,G:HGNC:9067
D:DiseaseID:13488,G:HGNC:2974
D:DiseaseID:13489,G:HGNC:5433
D:DiseaseID:13490,G:HGNC:2528
D:DiseaseID:13491,G:HGNC:18874
D:DiseaseID:13492,G:HGNC:8011
D:DiseaseID:13493,G:HGNC:12335
D:DiseaseID:13494,G:HGNC:1112
D:DiseaseID:13495,G:HGNC:11727
D:DiseaseID:13496,G:HGNC:3151
D:DiseaseID:13497,G:HGNC:10547
D:DiseaseID:13498,G:HGNC:7104
D:DiseaseID:13499,G:HGNC:17097
D:DiseaseID:13500,G:HGNC:2728
D:DiseaseID:13501,G:HGNC:951
D:DiseaseID:13502,G:HGNC:9541
D:DiseaseID:13503,G:HGNC:9004
D:DiseaseID:13504,G:HGNC:8850
D:DiseaseID:13505,G:HGNC:8850
D:DiseaseID:13506,G:HGNC:11303
D:DiseaseID:13507,G:HGNC:2876
D:DiseaseID:13508,G:HGNC:1915
D:DiseaseID:13509,G:HGNC:3666
D:DiseaseID:13510,G:HGNC:6909
D:DiseaseID:13511,G:HGNC:6909
D:DiseaseID:13512,G:HGNC:6715
D:DiseaseID:13513,G:HGNC:6716
D:DiseaseID:13514,G:HGNC:6050
D:DiseaseID:13515,G:HGNC:11559
D:DiseaseID:13516,G:HGNC:12781
D:DiseaseID:13517,G:HGNC:1404
D:DiseaseID:13518,G:HGNC:2384
D:DiseaseID:13519,G:HGNC:2230
D:DiseaseID:13520,G:HGNC:4224
D:DiseaseID:13521,G:HGNC:12775
D:DiseaseID:13522,G:HGNC:4267
D:DiseaseID:13523,G:HGNC:12933
D:DiseaseID:13524,G:HGNC:14544
D:DiseaseID:13525,G:HGNC:11040
D:DiseaseID:13526,G:HGNC:3581
D:DiseaseID:13527,G:HGNC:2939
D:DiseaseID:13528,G:HGNC:7165
D:DiseaseID:13529,G:HGNC:8855
D:DiseaseID:13530,G:HGNC:9115
D:DiseaseID:13531,G:HGNC:8860
D:DiseaseID:13532,G:HGNC:7001
D:DiseaseID:13533,G:HGNC:11107
D:DiseaseID:13534,G:HGNC:794
D:DiseaseID:13535,G:HGNC:8960
D:DiseaseID:13536,G:HGNC:11603
D:DiseaseID:13537,G:HGNC:8952
D:DiseaseID:13538,G:HGNC:11771
D:DiseaseID:13539,G:HGNC:9040
D:DiseaseID:13540,G:HGNC:9964
D:DiseaseID:13541,G:HGNC:4174
D:DiseaseID:13542,G:HGNC:12428
D:DiseaseID:13543,G:HGNC:11194
D:DiseaseID:13544,G:HGNC:11194
D:DiseaseID:13545,G:HGNC:4799
D:DiseaseID:13546,G:HGNC:5971
D:DiseaseID:13547,G:HGNC:11743
D:DiseaseID:12931,G:HGNC:9863
D:DiseaseID:13549,G:HGNC:12786
D:DiseaseID:13550,G:HGNC:245
D:DiseaseID:13551,G:HGNC:5358
D:DiseaseID:13552,G:HGNC:5358
D:DiseaseID:13553,G:HGNC:11280
D:DiseaseID:13554,G:HGNC:11280
D:DiseaseID:13555,G:HGNC:11119
D:DiseaseID:13556,G:HGNC:8859
D:DiseaseID:13557,G:HGNC:8859
D:DiseaseID:13558,G:HGNC:18539
D:DiseaseID:13559,G:HGNC:2858
D:DiseaseID:13560,G:HGNC:2858
D:DiseaseID:13561,G:HGNC:10955
D:DiseaseID:13562,G:HGNC:34016
D:DiseaseID:13563,G:HGNC:4519
D:DiseaseID:13564,G:HGNC:11515
D:DiseaseID:13565,G:HGNC:11515
D:DiseaseID:13566,G:HGNC:4688
D:DiseaseID:12931,G:HGNC:7525
D:DiseaseID:13568,G:HGNC:10906
D:DiseaseID:13569,G:HGNC:9069
D:DiseaseID:13570,G:HGNC:9069
D:DiseaseID:13571,G:HGNC:1243
D:DiseaseID:13572,G:HGNC:11992
D:DiseaseID:13573,G:HGNC:11992
D:DiseaseID:13284,G:HGNC:3942
D:DiseaseID:13575,G:HGNC:3942
D:DiseaseID:13576,G:HGNC:882
D:DiseaseID:13577,G:HGNC:1514
D:DiseaseID:13578,G:HGNC:12406
D:DiseaseID:13579,G:HGNC:9439
D:DiseaseID:13580,G:HGNC:9848
D:DiseaseID:13581,G:HGNC:4221
D:DiseaseID:13582,G:HGNC:6172
D:DiseaseID:13583,G:HGNC:29673
D:DiseaseID:13584,G:HGNC:9118
D:DiseaseID:13585,G:HGNC:3808
D:DiseaseID:13586,G:HGNC:1527
D:DiseaseID:13587,G:HGNC:11056
D:DiseaseID:13588,G:HGNC:4390
D:DiseaseID:13589,G:HGNC:6770
D:DiseaseID:13590,G:HGNC:6770
D:DiseaseID:13591,G:HGNC:11976
D:DiseaseID:13592,G:HGNC:10760
D:DiseaseID:13593,G:HGNC:7551
D:DiseaseID:13594,G:HGNC:5967
D:DiseaseID:13595,G:HGNC:14124
D:DiseaseID:13596,G:HGNC:9413
D:DiseaseID:13597,G:HGNC:4801
D:DiseaseID:13598,G:HGNC:6267
D:DiseaseID:13599,G:HGNC:4237
D:DiseaseID:13600,G:HGNC:4237
D:DiseaseID:13601,G:HGNC:20609
D:DiseaseID:13602,G:HGNC:7680
D:DiseaseID:13603,G:HGNC:4232
D:DiseaseID:13604,G:HGNC:6080
D:DiseaseID:13605,G:HGNC:10258
D:DiseaseID:13606,G:HGNC:649
D:DiseaseID:13607,G:HGNC:7230
D:DiseaseID:13608,G:HGNC:9059
D:DiseaseID:13609,G:HGNC:11546
D:DiseaseID:13610,G:HGNC:10602
D:DiseaseID:13611,G:HGNC:10848
D:DiseaseID:13612,G:HGNC:10848
D:DiseaseID:13613,G:HGNC:5044
D:DiseaseID:13614,G:HGNC:5330
D:DiseaseID:13615,G:HGNC:10596
D:DiseaseID:13616,G:HGNC:10596
D:DiseaseID:13617,G:HGNC:10922
D:DiseaseID:13618,G:HGNC:10922
D:DiseaseID:12990,G:HGNC:7329
D:DiseaseID:13620,G:HGNC:12511
D:DiseaseID:13621,G:HGNC:2330
D:DiseaseID:13622,G:HGNC:11825
D:DiseaseID:13623,G:HGNC:3495
D:DiseaseID:13624,G:HGNC:8547
D:DiseaseID:13625,G:HGNC:9282
D:DiseaseID:13626,G:HGNC:757
D:DiseaseID:13627,G:HGNC:4173
D:DiseaseID:13628,G:HGNC:2020
D:DiseaseID:13629,G:HGNC:2020
D:DiseaseID:13630,G:HGNC:2020
D:DiseaseID:13631,G:HGNC:8008
D:DiseaseID:13632,G:HGNC:11363
D:DiseaseID:13633,G:HGNC:11362
D:DiseaseID:13634,G:HGNC:11362
D:DiseaseID:13635,G:HGNC:5244
D:DiseaseID:13636,G:HGNC:2916
D:DiseaseID:13637,G:HGNC:59
D:DiseaseID:13638,G:HGNC:3296
D:DiseaseID:13639,G:HGNC:7782
D:DiseaseID:13640,G:HGNC:10898
D:DiseaseID:13641,G:HGNC:12872
D:DiseaseID:13642,G:HGNC:8032
D:DiseaseID:13643,G:HGNC:3146
D:DiseaseID:13644,G:HGNC:9719
D:DiseaseID:13645,G:HGNC:11918
D:DiseaseID:13646,G:HGNC:91
D:DiseaseID:13647,G:HGNC:237
D:DiseaseID:13648,G:HGNC:236
D:DiseaseID:13649,G:HGNC:8983
D:DiseaseID:13650,G:HGNC:5024
D:DiseaseID:13651,G:HGNC:7883
D:DiseaseID:13652,G:HGNC:3037
D:DiseaseID:12990,G:HGNC:9122
D:DiseaseID:13654,G:HGNC:11779
D:DiseaseID:13655,G:HGNC:5008
D:DiseaseID:13656,G:HGNC:10942
D:DiseaseID:13657,G:HGNC:10599
D:DiseaseID:13658,G:HGNC:4193
D:DiseaseID:13659,G:HGNC:11724
D:DiseaseID:13660,G:HGNC:9066
D:DiseaseID:13661,G:HGNC:1101
D:DiseaseID:13662,G:HGNC:1101
D:DiseaseID:13663,G:HGNC:2342
D:DiseaseID:13664,G:HGNC:7381
D:DiseaseID:13665,G:HGNC:1787
D:DiseaseID:13666,G:HGNC:1787
D:DiseaseID:13667,G:HGNC:8964
D:DiseaseID:13668,G:HGNC:6284
D:DiseaseID:13669,G:HGNC:6284
D:DiseaseID:13670,G:HGNC:2961
D:DiseaseID:13671,G:HGNC:7159
D:DiseaseID:13672,G:HGNC:1936
D:DiseaseID:13673,G:HGNC:6518
D:DiseaseID:13674,G:HGNC:6518
D:DiseaseID:13675,G:HGNC:11098
D:DiseaseID:13676,G:HGNC:12856
D:DiseaseID:13677,G:HGNC:3395
D:DiseaseID:13678,G:HGNC:7067
D:DiseaseID:13679,G:HGNC:7499
D:DiseaseID:13680,G:HGNC:7497
D:DiseaseID:13681,G:HGNC:7497
D:DiseaseID:13682,G:HGNC:7489
D:DiseaseID:13683,G:HGNC:7490
D:DiseaseID:13682,G:HGNC:7490
D:DiseaseID:13685,G:HGNC:7479
D:DiseaseID:13686,G:HGNC:7479
D:DiseaseID:13682,G:HGNC:7479
D:DiseaseID:13681,G:HGNC:7470
D:DiseaseID:13689,G:HGNC:7414
D:DiseaseID:13681,G:HGNC:7419
D:DiseaseID:13691,G:HGNC:7462
D:DiseaseID:13691,G:HGNC:7459
D:DiseaseID:13691,G:HGNC:7458
D:DiseaseID:13691,G:HGNC:7455
D:DiseaseID:13695,G:HGNC:12811
D:DiseaseID:13696,G:HGNC:12469
D:DiseaseID:13697,G:HGNC:11535
D:DiseaseID:13698,G:HGNC:11494
D:DiseaseID:13699,G:HGNC:11199
D:DiseaseID:13701,G:HGNC:10295
D:DiseaseID:13703,G:HGNC:9173
D:DiseaseID:13704,G:HGNC:8896
D:DiseaseID:13705,G:HGNC:7373
D:DiseaseID:13706,G:HGNC:6470
D:DiseaseID:13707,G:HGNC:5157
D:DiseaseID:13709,G:HGNC:4170
D:DiseaseID:13710,G:HGNC:4170
D:DiseaseID:13711,G:HGNC:2208
D:DiseaseID:13712,G:HGNC:2208
D:DiseaseID:13712,G:HGNC:2207
D:DiseaseID:13714,G:HGNC:1044
D:DiseaseID:13715,G:HGNC:1044
D:DiseaseID:13716,G:HGNC:710
D:DiseaseID:13717,G:HGNC:26239
D:DiseaseID:13718,G:HGNC:29347
D:DiseaseID:13719,G:HGNC:13486
D:DiseaseID:13720,G:HGNC:25169
D:DiseaseID:13721,G:HGNC:12974
D:DiseaseID:13722,G:HGNC:25455
D:DiseaseID:13723,G:HGNC:28570
D:DiseaseID:13724,G:HGNC:2291
D:DiseaseID:13725,G:HGNC:29007
D:DiseaseID:13726,G:HGNC:26392
D:DiseaseID:13727,G:HGNC:3672
D:DiseaseID:13728,G:HGNC:3776
D:DiseaseID:13729,G:HGNC:18308
D:DiseaseID:13730,G:HGNC:16499
D:DiseaseID:13731,G:HGNC:28434
D:DiseaseID:13732,G:HGNC:8079
D:DiseaseID:13733,G:HGNC:5042
D:DiseaseID:13734,G:HGNC:29215
D:DiseaseID:13735,G:HGNC:4516
D:DiseaseID:13736,G:HGNC:18305
D:DiseaseID:13737,G:HGNC:3663
D:DiseaseID:13738,G:HGNC:897
D:DiseaseID:13739,G:HGNC:13554
D:DiseaseID:13740,G:HGNC:2578
D:DiseaseID:13741,G:HGNC:14287
D:DiseaseID:13742,G:HGNC:14287
D:DiseaseID:13743,G:HGNC:20372
D:DiseaseID:13744,G:HGNC:16695
D:DiseaseID:13745,G:HGNC:19073
D:DiseaseID:13746,G:HGNC:14963
D:DiseaseID:13747,G:HGNC:12731
D:DiseaseID:13748,G:HGNC:1940
D:DiseaseID:13749,G:HGNC:8864
D:DiseaseID:13750,G:HGNC:18060
D:DiseaseID:13751,G:HGNC:18060
D:DiseaseID:13752,G:HGNC:13429
D:DiseaseID:13753,G:HGNC:14289
D:DiseaseID:13754,G:HGNC:14289
D:DiseaseID:13755,G:HGNC:15455
D:DiseaseID:13756,G:HGNC:15455
D:DiseaseID:13757,G:HGNC:15455
D:DiseaseID:13758,G:HGNC:15455
D:DiseaseID:13759,G:HGNC:13398
D:DiseaseID:13760,G:HGNC:13398
D:DiseaseID:13761,G:HGNC:14064
D:DiseaseID:13762,G:HGNC:12874
D:DiseaseID:13763,G:HGNC:5961
D:DiseaseID:13764,G:HGNC:11122
D:DiseaseID:13765,G:HGNC:3133
D:DiseaseID:13760,G:HGNC:3133
D:DiseaseID:13767,G:HGNC:7096
D:DiseaseID:13768,G:HGNC:868
D:DiseaseID:13769,G:HGNC:467
D:DiseaseID:13770,G:HGNC:5004
D:DiseaseID:13771,G:HGNC:11957
D:DiseaseID:13772,G:HGNC:8768
D:DiseaseID:13773,G:HGNC:3702
D:DiseaseID:13774,G:HGNC:2745
D:DiseaseID:13775,G:HGNC:9091
D:DiseaseID:13776,G:HGNC:11326
D:DiseaseID:13777,G:HGNC:9896
D:DiseaseID:13778,G:HGNC:12632
D:DiseaseID:13748,G:HGNC:9217
D:DiseaseID:13780,G:HGNC:886
D:DiseaseID:13781,G:HGNC:4839
D:DiseaseID:13782,G:HGNC:3754
D:DiseaseID:13783,G:HGNC:3754
D:DiseaseID:13784,G:HGNC:3754
D:DiseaseID:13785,G:HGNC:3754
D:DiseaseID:13786,G:HGNC:3754
D:DiseaseID:13787,G:HGNC:3754
D:DiseaseID:13788,G:HGNC:816
D:DiseaseID:13789,G:HGNC:18704
D:DiseaseID:13790,G:HGNC:869
D:DiseaseID:13791,G:HGNC:2023
D:DiseaseID:13792,G:HGNC:2023
D:DiseaseID:13793,G:HGNC:6990
D:DiseaseID:13794,G:HGNC:6990
D:DiseaseID:13795,G:HGNC:12266
D:DiseaseID:13796,G:HGNC:11609
D:DiseaseID:13797,G:HGNC:7530
D:DiseaseID:13798,G:HGNC:7530
D:DiseaseID:13799,G:HGNC:9155
D:DiseaseID:13800,G:HGNC:6371
D:DiseaseID:13801,G:HGNC:5394
D:DiseaseID:13802,G:HGNC:4012
D:DiseaseID:13803,G:HGNC:13187
D:DiseaseID:13804,G:HGNC:12926
D:DiseaseID:13805,G:HGNC:12831
D:DiseaseID:13806,G:HGNC:3749
D:DiseaseID:13807,G:HGNC:3749
D:DiseaseID:13808,G:HGNC:10935
D:DiseaseID:13809,G:HGNC:12651
D:DiseaseID:13810,G:HGNC:853
D:DiseaseID:13811,G:HGNC:12530
D:DiseaseID:13812,G:HGNC:2995
D:DiseaseID:13813,G:HGNC:12513
D:DiseaseID:13814,G:HGNC:2731
D:DiseaseID:13815,G:HGNC:11782
D:DiseaseID:13816,G:HGNC:11998
D:DiseaseID:13817,G:HGNC:11998
D:DiseaseID:13818,G:HGNC:11998
D:DiseaseID:13819,G:HGNC:11896
D:DiseaseID:13820,G:HGNC:20778
D:DiseaseID:13284,G:HGNC:12363
D:DiseaseID:13822,G:HGNC:11708
D:DiseaseID:13823,G:HGNC:11791
D:DiseaseID:13824,G:HGNC:10979
D:DiseaseID:13825,G:HGNC:2172
D:DiseaseID:13826,G:HGNC:11772
D:DiseaseID:13827,G:HGNC:3431
D:DiseaseID:13828,G:HGNC:11283
D:DiseaseID:13829,G:HGNC:6407
D:DiseaseID:13830,G:HGNC:5173
D:DiseaseID:13829,G:HGNC:5173
D:DiseaseID:13832,G:HGNC:11763
D:DiseaseID:13833,G:HGNC:76
D:DiseaseID:13834,G:HGNC:4651
D:DiseaseID:13835,G:HGNC:12403
D:DiseaseID:13836,G:HGNC:9388
D:DiseaseID:13837,G:HGNC:11764
D:DiseaseID:13838,G:HGNC:11831
D:DiseaseID:13839,G:HGNC:11608
D:DiseaseID:13840,G:HGNC:11784
D:DiseaseID:13841,G:HGNC:11730
D:DiseaseID:13842,G:HGNC:1706
D:DiseaseID:13843,G:HGNC:12029
D:DiseaseID:13844,G:HGNC:1674
D:DiseaseID:13845,G:HGNC:1673
D:DiseaseID:13846,G:HGNC:1677
D:DiseaseID:13847,G:HGNC:1675
D:DiseaseID:13848,G:HGNC:7983
D:DiseaseID:13849,G:HGNC:10606
D:DiseaseID:13850,G:HGNC:6343
D:DiseaseID:13851,G:HGNC:2481
D:DiseaseID:13852,G:HGNC:13189
D:DiseaseID:13853,G:HGNC:11183
D:DiseaseID:13854,G:HGNC:10590
D:DiseaseID:13855,G:HGNC:11036
D:DiseaseID:13856,G:HGNC:801
D:DiseaseID:13857,G:HGNC:799
D:DiseaseID:13858,G:HGNC:11019
D:DiseaseID:13859,G:HGNC:10483
D:DiseaseID:13860,G:HGNC:10483
D:DiseaseID:13861,G:HGNC:10297
D:DiseaseID:13862,G:HGNC:10006
D:DiseaseID:13863,G:HGNC:9922
D:DiseaseID:13864,G:HGNC:9922
D:DiseaseID:13865,G:HGNC:9865
D:DiseaseID:13866,G:HGNC:9958
D:DiseaseID:13867,G:HGNC:9817
D:DiseaseID:13868,G:HGNC:9832
D:DiseaseID:13868,G:HGNC:9831
D:DiseaseID:13870,G:HGNC:9670
D:DiseaseID:13871,G:HGNC:6776
D:DiseaseID:13872,G:HGNC:9545
D:DiseaseID:13873,G:HGNC:12858
D:DiseaseID:13874,G:HGNC:12858
D:DiseaseID:13875,G:HGNC:3689
D:DiseaseID:13876,G:HGNC:12440
D:DiseaseID:13877,G:HGNC:3535
D:DiseaseID:13878,G:HGNC:9456
D:DiseaseID:13879,G:HGNC:9456
D:DiseaseID:13880,G:HGNC:9201
D:DiseaseID:13881,G:HGNC:9498
D:DiseaseID:13882,G:HGNC:9498
